
========== 로그 시작: Fri Dec  5 12:37:28 2025
시간                온도(°C)  습도(%)  히터   팬
2025-12-05 13:10:59     28.28     70.05     OFF    ON
2025-12-05 13:11:00     27.84     69.91      ON   OFF
2025-12-05 13:11:01     28.03     69.84     OFF   OFF
2025-12-05 13:11:02     28.01     70.36     OFF    ON
2025-12-05 13:11:03     27.77     70.21      ON    ON
2025-12-05 13:11:04     28.00     69.07     OFF   OFF
2025-12-05 13:11:05     28.24     68.91     OFF   OFF
2025-12-05 13:11:06     27.87     69.65      ON   OFF
2025-12-05 13:11:07     27.87     70.26      ON    ON
2025-12-05 13:11:08     28.31     70.05     OFF    ON
2025-12-05 13:11:09     28.42     69.10     OFF   OFF
2025-12-05 13:11:10     28.03     68.97     OFF   OFF
2025-12-05 13:11:11     27.61     69.76      ON   OFF
2025-12-05 13:11:12     27.68     70.38      ON    ON
2025-12-05 13:11:13     28.14     70.34     OFF    ON
2025-12-05 13:11:14     28.25     69.48     OFF   OFF
2025-12-05 13:11:15     28.05     69.29     OFF   OFF
2025-12-05 13:11:16     27.91     69.95      ON   OFF
2025-12-05 13:11:17     28.03     70.55     OFF    ON
2025-12-05 13:11:18     28.10     70.46     OFF    ON
2025-12-05 13:11:19     27.88     69.49      ON   OFF
2025-12-05 13:11:20     27.97     69.30      ON   OFF
2025-12-05 13:11:21     28.30     69.76     OFF   OFF
2025-12-05 13:11:22     28.50     70.37     OFF    ON
2025-12-05 13:11:23     28.14     70.26     OFF    ON
2025-12-05 13:11:24     27.95     69.27      ON   OFF
2025-12-05 13:11:25     28.01     69.19     OFF   OFF
2025-12-05 13:11:26     28.02     69.85     OFF   OFF
2025-12-05 13:11:27     27.77     70.40      ON    ON
2025-12-05 13:11:28     28.31     69.41     OFF   OFF
2025-12-05 13:11:29     28.05     70.08     OFF    ON
2025-12-05 13:11:30     27.81     69.02      ON   OFF
2025-12-05 13:11:31     28.21     69.62     OFF   OFF
2025-12-05 13:11:32     27.88     70.30      ON    ON
2025-12-05 13:11:33     28.24     69.42     OFF   OFF
2025-12-05 13:11:34     27.89     69.98      ON   OFF
2025-12-05 13:11:35     28.41     70.71     OFF    ON
2025-12-05 13:11:36     28.00     69.56     OFF   OFF
2025-12-05 13:11:37     27.60     70.20      ON    ON
2025-12-05 13:11:38     27.95     69.15      ON   OFF
2025-12-05 13:11:39     28.27     69.59     OFF   OFF
2025-12-05 13:11:40     28.05     70.20     OFF    ON
2025-12-05 13:11:41     27.85     69.08      ON   OFF
2025-12-05 13:11:42     28.30     69.85     OFF   OFF
2025-12-05 13:11:43     28.03     70.62     OFF    ON
2025-12-05 13:11:44     27.73     69.57      ON   OFF
2025-12-05 13:11:45     27.76     69.37      ON   OFF
2025-12-05 13:11:46     28.08     70.06     OFF    ON
2025-12-05 13:11:47     28.22     69.83     OFF   OFF
2025-12-05 13:11:48     27.85     69.69      ON   OFF
2025-12-05 13:11:49     28.35     70.36     OFF    ON
2025-12-05 13:11:50     28.03     69.36     OFF   OFF
2025-12-05 13:11:51     27.67     69.92      ON   OFF
2025-12-05 13:11:52     28.16     70.54     OFF    ON
2025-12-05 13:11:53     27.86     69.68      ON   OFF
2025-12-05 13:11:54     28.23     70.34     OFF    ON
2025-12-05 13:11:55     27.92     69.51      ON   OFF
2025-12-05 13:11:56     28.31     70.09     OFF    ON
2025-12-05 13:11:57     28.01     69.03     OFF   OFF
2025-12-05 13:11:58     27.63     69.62      ON   OFF
2025-12-05 13:11:59     27.97     70.15      ON    ON
2025-12-05 13:12:00     28.29     69.23     OFF   OFF
2025-12-05 13:12:01     27.96     69.89      ON   OFF
2025-12-05 13:12:02     28.46     70.56     OFF    ON
2025-12-05 13:12:03     28.12     69.54     OFF   OFF
2025-12-05 13:12:04     27.96     69.99      ON   OFF
2025-12-05 13:12:05     28.32     70.54     OFF    ON
2025-12-05 13:12:06     28.13     69.41     OFF   OFF
2025-12-05 13:12:07     27.80     70.19      ON    ON
2025-12-05 13:12:08     28.23     69.20     OFF   OFF
2025-12-05 13:12:09     27.96     69.72      ON   OFF
2025-12-05 13:12:10     28.32     70.40     OFF    ON
2025-12-05 13:12:11     28.01     69.46     OFF   OFF
2025-12-05 13:12:12     27.78     70.10      ON    ON
2025-12-05 13:12:13     28.13     69.04     OFF   OFF
2025-12-05 13:12:14     27.84     69.72      ON   OFF
2025-12-05 13:12:15     28.26     70.21     OFF    ON
2025-12-05 13:12:16     28.00     69.18     OFF   OFF
2025-12-05 13:12:17     27.58     69.65      ON   OFF
2025-12-05 13:12:18     28.12     70.31     OFF    ON
2025-12-05 13:12:19     27.91     69.27      ON   OFF
2025-12-05 13:12:20     28.27     69.76     OFF   OFF
2025-12-05 13:12:21     27.97     70.34      ON    ON
2025-12-05 13:12:22     28.38     69.33     OFF   OFF
2025-12-05 13:12:23     28.13     69.87     OFF   OFF
2025-12-05 13:12:24     27.70     70.48      ON    ON
2025-12-05 13:12:25     28.19     69.37     OFF   OFF
2025-12-05 13:12:26     27.79     70.03      ON    ON
2025-12-05 13:12:27     28.38     68.99     OFF   OFF
2025-12-05 13:12:28     28.06     69.61     OFF   OFF
2025-12-05 13:12:29     27.71     70.07      ON    ON
2025-12-05 13:12:30     28.15     69.16     OFF   OFF
2025-12-05 13:12:31     27.85     69.74      ON   OFF
2025-12-05 13:12:32     28.42     70.47     OFF    ON
2025-12-05 13:12:33     28.07     69.57     OFF   OFF
2025-12-05 13:12:34     27.68     70.26      ON    ON
2025-12-05 13:12:35     28.08     69.17     OFF   OFF
2025-12-05 13:12:36     27.68     69.87      ON   OFF
2025-12-05 13:12:37     28.22     70.40     OFF    ON
2025-12-05 13:12:38     27.89     69.52      ON   OFF
2025-12-05 13:12:39     28.15     70.29     OFF    ON
2025-12-05 13:12:40     27.91     69.42      ON   OFF
2025-12-05 13:12:41     28.32     70.00     OFF   OFF
2025-12-05 13:12:42     28.02     70.49     OFF    ON
2025-12-05 13:12:43     27.71     69.54      ON   OFF
2025-12-05 13:12:44     28.02     70.26     OFF    ON
2025-12-05 13:12:45     27.54     69.30      ON   OFF
2025-12-05 13:12:46     28.07     69.89     OFF   OFF
2025-12-05 13:12:47     27.91     70.57      ON    ON
2025-12-05 13:12:48     28.32     69.47     OFF   OFF
2025-12-05 13:12:49     28.04     70.11     OFF    ON
2025-12-05 13:12:50     27.83     69.30      ON   OFF
2025-12-05 13:12:51     28.23     69.90     OFF   OFF
2025-12-05 13:12:52     28.00     70.65     OFF    ON
2025-12-05 13:12:53     27.67     69.73      ON   OFF
2025-12-05 13:12:54     28.12     70.25     OFF    ON
2025-12-05 13:12:55     27.82     69.31      ON   OFF
2025-12-05 13:12:56     28.35     69.96     OFF   OFF
2025-12-05 13:12:57     28.06     70.52     OFF    ON
2025-12-05 13:12:58     27.67     69.54      ON   OFF
2025-12-05 13:12:59     28.06     70.14     OFF    ON
2025-12-05 13:13:00     27.67     69.22      ON   OFF
2025-12-05 13:13:01     28.00     69.94     OFF   OFF
2025-12-05 13:13:02     27.73     70.72      ON    ON
2025-12-05 13:13:03     28.14     69.89     OFF   OFF
2025-12-05 13:13:04     27.84     70.53      ON    ON
2025-12-05 13:13:05     28.23     69.58     OFF   OFF
